"event_id","season_type","retrieve_date","date","time","day_of_week","home_team","away_team","new_listings","avg_price","lowest_price","highest_price","ticket_count","team_full_name","team_code","team_abbreviation","team_name","team_id","wins","loss","win_pct","streak","runs_for_avg","runs_against_avg","run_diff","schedule_strength","simple_rating_system","pythagorean_wl","pythagorean_luck","vs_east","vs_central","vs_west","interleague","home_record","road_record","ex_innings","one_run_games","vs_rhp","vs_lhp","vs_winning_teams","vs_losing_teams","last_10","last_20","last_30","estimate_total_population","estimate_white_population","estimate_black_population","estimate_hispanic_population","estimate_median_12_month_income","moe_total_population","moe_white_population","moe_black_population","moe_hispanic_population","moe_median_12_month_income"
6101957,"Regular Season",2024-04-29,2024-06-04,"6:38 PM","Tue","los-angeles-angels","san-diego-padres",900,72,11,586,4303,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6101959,"Regular Season",2024-04-29,2024-06-03,"6:38 PM","Mon","los-angeles-angels","san-diego-padres",908,70,12,586,4265,"Los Angeles Angels","ana","LAA","Angels",108,10,18,0.357,"L 4",4.3,5.5,-1.3,0.1,-1.2,"11-17",-1,"7-12","0-3","0-0","3-3","3-9","7-9","0-1","2-4","8-17","2-1","4-14","6-4","1-9","5-15","10-18",40009,19778,970,6452,83330,2619,1844,336,1020,4428
6102119,"Regular Season",2024-04-29,2024-05-31,"7:10 PM","Fri","los-angeles-dodgers","colorado-rockies",974,233,56,2319,5105,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102123,"Regular Season",2024-04-29,2024-06-01,"7:10 PM","Sat","los-angeles-dodgers","colorado-rockies",869,274,67,2657,3859,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102127,"Regular Season",2024-04-29,2024-06-02,"1:10 PM","Sun","los-angeles-dodgers","colorado-rockies",713,223,45,2319,3275,"Los Angeles Dodgers","lan","LAD","Dodgers",119,18,12,0.6,"L 1",5.3,4,1.3,-0.3,1,"19-11",-1,"5-4","4-3","5-3","4-2","9-8","9-4","0-2","4-3","10-9","8-3","4-5","14-7","6-4","11-9","18-12",39709,10063,5465,6587,53278,2133,1055,702,834,4801
6102280,"Regular Season",2024-04-29,2024-05-31,"7:10 PM","Fri","miami-marlins","texas-rangers",520,56,13,689,2576,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102282,"Regular Season",2024-04-29,2024-06-01,"4:10 PM","Sat","miami-marlins","texas-rangers",535,65,14,585,2720,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102287,"Regular Season",2024-04-29,2024-06-02,"1:40 PM","Sun","miami-marlins","texas-rangers",509,61,15,419,2527,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102290,"Regular Season",2024-04-29,2024-06-05,"6:40 PM","Wed","miami-marlins","tampa-bay-rays",445,53,14,518,2238,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102291,"Regular Season",2024-04-29,2024-06-04,"6:40 PM","Tue","miami-marlins","tampa-bay-rays",451,54,11,371,2258,"Miami Marlins","mia","MIA","Marlins",146,6,23,0.207,"L 6",3.5,5.6,-2,0.1,-1.9,"9-20",-3,"1-8","3-8","1-2","1-5","2-14","4-9","0-3","1-4","5-10","1-13","4-9","2-14","2-8","6-14","6-23",37579,5154,27881,833,52538,2248,1281,1997,401,3606
6102430,"Regular Season",2024-04-29,2024-05-29,"6:40 PM","Wed","milwaukee-brewers","chicago-cubs",661,88,15,1162,3579,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102433,"Regular Season",2024-04-29,2024-05-30,"12:10 PM","Thu","milwaukee-brewers","chicago-cubs",672,105,21,1162,3313,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102435,"Regular Season",2024-04-29,2024-06-01,"3:10 PM","Sat","milwaukee-brewers","chicago-white-sox",495,90,20,1162,2324,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102436,"Regular Season",2024-04-29,2024-05-31,"7:10 PM","Fri","milwaukee-brewers","chicago-white-sox",458,62,11,1162,2269,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102440,"Regular Season",2024-04-29,2024-06-02,"1:10 PM","Sun","milwaukee-brewers","chicago-white-sox",421,80,20,1162,2256,"Milwaukee Brewers","mil","MIL","Brewers",158,17,10,0.63,"L 2",5.3,4.7,0.5,0.4,0.9,"15-12",2,"3-0","7-3","1-2","6-5","5-6","12-4","2-0","7-1","15-8","2-2","11-6","6-4","6-4","12-8","17-10",35358,26683,2791,1580,54732,1187,1208,712,504,3443
6102599,"Regular Season",2024-04-29,2024-05-29,"6:40 PM","Wed","minnesota-twins","kansas-city-royals",435,67,16,467,2427,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102602,"Regular Season",2024-04-29,2024-05-30,"12:10 PM","Thu","minnesota-twins","kansas-city-royals",573,85,15,404,3340,"Minnesota Twins","min","MIN","Twins",142,14,13,0.519,"W 7",4.6,4.3,0.3,0.2,0.5,"14-13",0,"0-3","9-7","3-0","2-3","6-6","8-7","1-0","3-3","10-10","4-3","7-13","7-0","8-2","11-9","14-13",5722,3762,1063,37,118079,664,528,247,50,24751
6102769,"Regular Season",2024-04-29,2024-05-29,"4:10 PM","Wed","new-york-mets","los-angeles-dodgers",671,121,22,2475,3278,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102771,"Regular Season",2024-04-29,2024-05-31,"7:10 PM","Fri","new-york-mets","arizona-diamondbacks",1371,94,20,817,7309,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102773,"Regular Season",2024-04-29,2024-06-01,"4:10 PM","Sat","new-york-mets","arizona-diamondbacks",778,191,47,2946,3434,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102775,"Regular Season",2024-04-29,2024-06-02,"1:40 PM","Sun","new-york-mets","arizona-diamondbacks",615,128,36,1364,2701,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102785,"Regular Season",2024-04-29,2024-05-30,"7:10 PM","Thu","new-york-mets","arizona-diamondbacks",914,76,14,10349,5164,"New York Mets","nyn","NYM","Mets",121,14,13,0.519,"W 1",4.6,4.3,0.3,0.4,0.7,"14-13",0,"2-1","6-6","3-3","3-3","7-8","7-5","1-2","4-2","10-12","4-1","9-9","5-4","5-5","12-8","14-13",116469,31219,10511,48355,62254,4513,2783,1641,3619,3426
6102897,"Regular Season",2024-04-29,2024-06-04,"7:05 PM","Tue","new-york-yankees","minnesota-twins",921,104,15,1293,4740,"New York Yankees","nya","NYY","Yankees",147,19,10,0.655,"W 2",5.1,3.6,1.5,-0.4,1.1,"19-10",0,"5-4","2-1","6-2","6-3","8-5","11-5","1-3","8-3","15-4","4-6","4-2","15-8","6-4","12-8","19-10",50118,7686,21816,15621,33945,2635,1624,2026,1793,4114
6103006,"Regular Season",2024-04-29,2024-06-04,"6:40 PM","Tue","oakland-athletics","seattle-mariners",378,115,21,1175,2758,"Oakland Athletics","oak","OAK","Athletics",133,12,17,0.414,"W 1",2.9,4.4,-1.5,0.9,-0.6,"9-20",3,"4-6","3-7","2-1","3-3","4-9","8-8","2-1","7-5","9-11","3-6","9-14","3-3","4-6","10-10","12-17",35379,3898,11184,15850,47003,2264,788,1133,1747,5334
6103170,"Regular Season",2024-04-29,2024-05-31,"6:40 PM","Fri","philadelphia-phillies","st-louis-cardinals",474,121,39,694,1706,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103173,"Regular Season",2024-04-29,2024-06-03,"6:40 PM","Mon","philadelphia-phillies","milwaukee-brewers",341,124,53,1270,1331,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103174,"Regular Season",2024-04-29,2024-06-02,"1:35 PM","Sun","philadelphia-phillies","st-louis-cardinals",492,126,45,810,1646,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103176,"Regular Season",2024-04-29,2024-06-04,"6:40 PM","Tue","philadelphia-phillies","milwaukee-brewers",393,96,27,575,1599,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103179,"Regular Season",2024-04-29,2024-06-01,"7:15 PM","Sat","philadelphia-phillies","st-louis-cardinals",628,127,37,771,2580,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103180,"Regular Season",2024-04-29,2024-06-05,"4:05 PM","Wed","philadelphia-phillies","milwaukee-brewers",422,96,33,660,1614,"Philadelphia Phillies","phi","PHI","Phillies",143,19,10,0.655,"W 4",4.7,3.8,0.9,-0.3,0.5,"17-12",2,"3-3","7-7","6-0","3-0","10-6","9-4","2-1","5-1","14-4","5-6","4-6","15-4","8-2","15-5","19-10",51010,30760,2048,3778,63497,2852,2014,518,1788,4981
6103324,"Regular Season",2024-04-29,2024-06-05,"6:40 PM","Wed","pittsburgh-pirates","los-angeles-dodgers",554,273,46,5913,3055,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103325,"Regular Season",2024-04-29,2024-06-04,"6:40 PM","Tue","pittsburgh-pirates","los-angeles-dodgers",452,292,45,5913,2764,"Pittsburgh Pirates","pit","PIT","Pirates",134,14,15,0.483,"L 1",4,4.2,-0.2,0.2,0,"14-15",0,"8-6","2-2","1-2","3-5","5-7","9-8","4-0","5-3","8-12","6-3","7-12","7-3","3-7","7-13","14-15",28461,18069,7698,309,53882,1268,986,988,249,3646
6103494,"Regular Season",2024-04-29,2024-05-29,"1:10 PM","Wed","san-diego-padres","miami-marlins",579,70,11,941,2501,"San Diego Padres","sdn","SD","Padres",135,14,17,0.452,"L 4",4.8,4.9,-0.1,-0.4,-0.5,"15-16",-1,"0-3","5-4","8-8","1-2","6-11","8-6","1-0","3-4","9-15","5-2","7-7","7-10","3-7","9-11","14-16",43096,29015,3421,2839,78092,2393,1868,599,1003,4597
6103623,"Regular Season",2024-04-29,2024-05-29,"12:45 PM","Wed","san-francisco-giants","philadelphia-phillies",801,173,20,5913,4031,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103624,"Regular Season",2024-04-29,2024-06-01,"7:05 PM","Sat","san-francisco-giants","new-york-yankees",979,509,73,5913,6295,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103626,"Regular Season",2024-04-29,2024-05-31,"7:15 PM","Fri","san-francisco-giants","new-york-yankees",829,392,62,5913,4942,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103637,"Regular Season",2024-04-29,2024-06-02,"1:05 PM","Sun","san-francisco-giants","new-york-yankees",749,446,84,5913,4606,"San Francisco Giants","sfn","SF","Giants",137,14,15,0.483,"W 1",4,4.6,-0.6,-0.3,-0.9,"13-16",1,"5-4","2-1","6-8","1-2","9-7","5-8","0-1","4-4","11-10","3-5","2-4","12-11","6-4","11-9","14-15",28607,15278,1189,1196,164289,2221,1514,452,375,16291
6103727,"Regular Season",2024-04-29,2024-05-29,"6:40 PM","Wed","seattle-mariners","houston-astros",354,60,15,619,1918,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103730,"Regular Season",2024-04-29,2024-05-30,"1:10 PM","Thu","seattle-mariners","houston-astros",335,66,15,760,1829,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103734,"Regular Season",2024-04-29,2024-05-31,"7:10 PM","Fri","seattle-mariners","los-angeles-angels",334,83,30,584,1848,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103738,"Regular Season",2024-04-29,2024-06-01,"5:15 PM","Sat","seattle-mariners","los-angeles-angels",332,93,31,748,1806,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6103739,"Regular Season",2024-04-29,2024-06-02,"1:10 PM","Sun","seattle-mariners","los-angeles-angels",332,84,27,860,1779,"Seattle Mariners","sea","SEA","Mariners",136,15,13,0.536,"L 1",3.7,3.4,0.4,0.3,0.7,"15-13",0,"3-4","1-2","2-1","9-6","9-7","6-6","2-1","4-4","10-11","5-2","10-9","5-4","7-3","12-8","15-13",14469,7231,1448,357,60955,927,623,327,191,8599
6104213,"Regular Season",2024-04-29,2024-05-29,"1:35 PM","Wed","texas-rangers","arizona-diamondbacks",544,120,18,2880,2329,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104216,"Regular Season",2024-04-29,2024-06-04,"7:05 PM","Tue","texas-rangers","detroit-tigers",482,105,20,3455,2243,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104231,"Regular Season",2024-04-29,2024-06-03,"7:05 PM","Mon","texas-rangers","detroit-tigers",495,96,16,1154,2419,"Texas Rangers","tex","TEX","Rangers",140,15,14,0.517,"W 1",4.6,4.3,0.2,-0.1,0.2,"15-14",0,"2-1","3-1","5-8","5-4","8-8","7-6","1-0","5-3","12-10","3-4","9-7","6-7","5-5","9-11","15-14",21701,10326,6736,1566,45224,1523,979,1294,435,3852
6104531,"Regular Season",2024-04-29,2024-06-03,"6:45 PM","Mon","washington-nationals","new-york-mets",586,128,22,864,4133,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6104533,"Regular Season",2024-04-29,2024-06-04,"6:45 PM","Tue","washington-nationals","new-york-mets",319,80,19,448,1762,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6104537,"Regular Season",2024-04-29,2024-06-05,"4:05 PM","Wed","washington-nationals","new-york-mets",297,77,18,320,1644,"Washington Nationals","was","WSH","Nationals",120,13,14,0.481,"W 3",4.1,4.4,-0.4,-0.1,-0.5,"12-15",1,"4-2","2-4","4-5","3-3","4-8","9-6","1-1","3-4","9-9","4-5","4-8","9-6","6-4","11-9","13-14",34535,22741,8291,586,141280,1463,1080,1091,408,8230
6100104,"Regular Season",2024-04-29,2024-06-11,"6:40 PM","Tue","arizona-diamondbacks","los-angeles-angels",347,77,24,269,1974,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100106,"Regular Season",2024-04-29,2024-06-12,"6:40 PM","Wed","arizona-diamondbacks","los-angeles-angels",306,78,22,269,1722,"Arizona Diamondbacks","ari","AZ","D-backs",109,13,16,0.448,"W 1",5.3,4.3,1,-0.5,0.5,"17-12",-4,"0-3","4-5","7-4","2-4","7-6","6-10","1-3","3-4","8-8","5-8","3-9","10-7","4-6","9-11","13-16",9071,5974,611,368,59913,1104,738,292,199,8347
6100433,"Regular Season",2024-04-29,2024-06-11,"6:35 PM","Tue","baltimore-orioles","atlanta-braves",356,117,27,4024,1774,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100435,"Regular Season",2024-04-29,2024-06-12,"6:35 PM","Wed","baltimore-orioles","atlanta-braves",326,127,33,4024,1742,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100438,"Regular Season",2024-04-29,2024-06-13,"1:05 PM","Thu","baltimore-orioles","atlanta-braves",217,104,30,288,925,"Baltimore Orioles","bal","BAL","Orioles",110,17,10,0.63,"L 1",5.6,4.3,1.3,0.3,1.5,"17-10",0,"3-0","7-2","5-4","2-4","9-6","8-4","1-2","2-4","11-6","6-4","11-4","6-6","6-4","12-8","17-10",17773,5834,9509,18,40932,1421,727,1010,22,8701
6100589,"Regular Season",2024-04-29,2024-06-11,"7:10 PM","Tue","boston-red-sox","philadelphia-phillies",1116,169,48,5855,3806,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100619,"Regular Season",2024-04-29,2024-06-12,"7:10 PM","Wed","boston-red-sox","philadelphia-phillies",1022,154,47,5855,3587,"Boston Red Sox","bos","BOS","Red Sox",111,16,13,0.552,"W 2",4.8,3.7,1.1,0.5,1.6,"18-11",-2,"0-3","2-5","9-4","5-1","5-8","11-5","1-3","4-4","13-9","3-4","6-11","10-2","6-4","10-10","16-13",25856,16548,1620,647,58466,1230,1051,409,260,9404
6100748,"Regular Season",2024-04-29,2024-06-05,"7:05 PM","Wed","chicago-cubs","chicago-white-sox",1104,178,46,6959,3810,"Chicago Cubs","chn","CHC","Cubs",112,17,11,0.607,"L 2",5.1,4.6,0.5,-0.3,0.2,"15-13",2,"2-2","0-0","8-4","7-5","10-3","7-8","1-2","4-5","15-8","2-3","6-6","11-5","6-4","12-8","17-11",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100910,"Regular Season",2024-04-29,2024-06-08,"3:10 PM","Sat","chicago-white-sox","boston-red-sox",624,102,25,648,3725,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100911,"Regular Season",2024-04-29,2024-06-07,"7:10 PM","Fri","chicago-white-sox","boston-red-sox",660,95,19,631,3989,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100913,"Regular Season",2024-04-29,2024-06-09,"1:10 PM","Sun","chicago-white-sox","boston-red-sox",601,95,19,631,3672,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6100942,"Regular Season",2024-04-29,2024-06-06,"7:10 PM","Thu","chicago-white-sox","boston-red-sox",560,87,15,547,3340,"Chicago White Sox","cha","CWS","White Sox",145,6,22,0.214,"W 3",2.8,5.5,-2.8,0.6,-2.1,"6-22",0,"3-0","2-15","0-0","1-7","5-9","1-13","1-2","3-6","5-19","1-3","3-22","3-0","3-7","5-15","6-22",53085,17968,12502,755,65489,2212,1595,1321,281,7821
6101072,"Regular Season",2024-04-29,2024-06-06,"7:10 PM","Thu","cincinnati-reds","chicago-cubs",534,87,21,425,2634,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
6101076,"Regular Season",2024-04-29,2024-06-07,"7:10 PM","Fri","cincinnati-reds","chicago-cubs",537,361,28,5913,2811,"Cincinnati Reds","cin","CIN","Reds",113,15,13,0.536,"L 1",5,4.2,0.8,0,0.7,"16-12",-1,"7-6","1-2","0-0","7-5","9-7","6-6","1-0","1-4","9-8","6-5","7-12","8-1","6-4","10-10","15-13",15293,10019,3750,64,80178,957,779,510,40,6511
